Time,V
1.91E-04,4.686031
1.91E-04,4.686238
1.91E-04,4.686439
1.91E-04,4.686738
1.91E-04,4.687054
1.91E-04,4.68768
1.91E-04,4.688901
1.91E-04,4.691236
1.91E-04,4.694696
1.91E-04,4.699771
1.92E-04,4.705904
1.93E-04,4.711119
1.94E-04,4.710205
1.94E-04,4.704616
1.95E-04,4.699916
1.95E-04,4.687943
1.95E-04,4.687191
1.95E-04,4.687172
1.95E-04,4.687167
1.96E-04,4.681133
1.96E-04,4.676254
1.96E-04,4.67332
1.97E-04,4.672478
1.98E-04,4.677686
1.98E-04,4.683291
1.99E-04,4.692845
1.99E-04,4.696742
1.99E-04,4.704509
1.99E-04,4.704509
1.99E-04,4.704509
1.99E-04,4.704509
1.99E-04,4.704509
1.99E-04,4.704509
1.99E-04,4.704509
1.99E-04,4.704509
1.99E-04,4.704509
1.99E-04,4.704509
1.99E-04,4.704509
1.99E-04,4.704509
1.99E-04,4.704509
1.99E-04,4.704509
1.99E-04,4.704509
1.99E-04,4.704509
1.99E-04,4.704536
1.99E-04,4.704563
1.99E-04,4.70459
1.99E-04,4.704617
1.99E-04,4.704644
1.99E-04,4.70467
1.99E-04,4.704697
1.99E-04,4.7047
1.99E-04,4.704727
1.99E-04,4.704731
1.99E-04,4.704731
1.99E-04,4.704731
1.99E-04,4.704731
1.99E-04,4.704731
1.99E-04,4.704731
1.99E-04,4.704732
1.99E-04,4.704732
1.99E-04,4.704732
1.99E-04,4.704732
1.99E-04,4.704733
1.99E-04,4.704733
1.99E-04,4.704733
1.99E-04,4.704734
1.99E-04,4.704734
1.99E-04,4.704734
1.99E-04,4.704735
1.99E-04,4.704735
1.99E-04,4.704735
1.99E-04,4.704735
1.99E-04,4.704735
1.99E-04,4.704735
1.99E-04,4.704735
1.99E-04,4.704736
1.99E-04,4.704737
1.99E-04,4.704739
1.99E-04,4.704742
1.99E-04,4.704748
1.99E-04,4.704756
1.99E-04,4.704767
1.99E-04,4.704788
1.99E-04,4.704826
1.99E-04,4.704895
1.99E-04,4.705011
1.99E-04,4.705216
1.99E-04,4.705414
1.99E-04,4.705473
1.99E-04,4.705709
1.99E-04,4.70602
1.99E-04,4.706636
1.99E-04,4.707838
1.99E-04,4.710135
2.00E-04,4.713537
2.00E-04,4.718511
2.00E-04,4.724482
2.01E-04,4.729424
2.02E-04,4.728157
2.03E-04,4.722319
2.03E-04,4.7175
2.04E-04,4.705303
2.04E-04,4.704539
2.04E-04,4.703715
2.04E-04,4.702826
2.04E-04,4.698251
2.04E-04,4.693852
2.05E-04,4.690773
2.05E-04,4.688446
2.06E-04,4.691194
2.06E-04,4.693995
2.07E-04,4.699895
2.07E-04,4.711557
2.08E-04,4.719147
2.08E-04,4.719147
2.08E-04,4.719147
2.08E-04,4.719147
2.08E-04,4.719147
2.08E-04,4.719147
2.08E-04,4.719147
2.08E-04,4.719147
2.08E-04,4.719147
2.08E-04,4.719147
2.08E-04,4.719147
2.08E-04,4.719147
2.08E-04,4.719147
2.08E-04,4.719147
2.08E-04,4.719147
2.08E-04,4.719147
2.08E-04,4.719147
2.08E-04,4.719147
2.08E-04,4.719173
2.08E-04,4.7192
2.08E-04,4.719226
2.08E-04,4.719252
2.08E-04,4.719278
2.08E-04,4.719305
2.08E-04,4.719331
2.08E-04,4.719334
2.08E-04,4.71936
2.08E-04,4.719364
2.08E-04,4.719364
2.08E-04,4.719364
2.08E-04,4.719364
2.08E-04,4.719364
2.08E-04,4.719365
2.08E-04,4.719365
2.08E-04,4.719365
2.08E-04,4.719366
2.08E-04,4.719366
2.08E-04,4.719366
2.08E-04,4.719366
2.08E-04,4.719367
2.08E-04,4.719367
2.08E-04,4.719367
2.08E-04,4.719368
2.08E-04,4.719368
2.08E-04,4.719368
2.08E-04,4.719368
2.08E-04,4.719368
2.08E-04,4.719368
2.08E-04,4.719368
2.08E-04,4.719368
2.08E-04,4.719368
2.08E-04,4.719368
2.08E-04,4.719368
2.08E-04,4.719369
2.08E-04,4.719371
2.08E-04,4.719374
2.08E-04,4.719379
2.08E-04,4.719386
2.08E-04,4.719395
2.08E-04,4.719411
2.08E-04,4.719443
2.08E-04,4.719499
2.08E-04,4.719596
2.08E-04,4.719764
2.08E-04,4.720032
2.08E-04,4.720111
2.08E-04,4.720429
2.08E-04,4.720849
2.08E-04,4.721673
2.08E-04,4.723268
2.08E-04,4.726027
2.08E-04,4.729984
2.09E-04,4.735397
2.09E-04,4.74097
2.10E-04,4.742911
2.11E-04,4.737831
2.11E-04,4.735538
2.12E-04,4.729223
2.12E-04,4.717705
2.12E-04,4.716927
2.12E-04,4.716086
2.12E-04,4.71518
2.13E-04,4.710507
2.13E-04,4.705993
2.13E-04,4.702794
2.14E-04,4.700231
2.15E-04,4.702592
2.15E-04,4.705287
2.15E-04,4.711017
2.16E-04,4.722498
2.16E-04,4.729982
2.16E-04,4.729982
2.16E-04,4.729982
2.16E-04,4.729982
2.16E-04,4.729982
2.16E-04,4.729982
2.16E-04,4.729982
2.16E-04,4.729982
2.16E-04,4.729982
2.16E-04,4.729982
2.16E-04,4.729982
2.16E-04,4.729982
2.16E-04,4.729982
2.16E-04,4.729982
2.16E-04,4.729982
2.16E-04,4.730008
2.16E-04,4.730034
2.16E-04,4.73006
2.16E-04,4.730085
2.16E-04,4.730111
2.16E-04,4.730137
2.16E-04,4.730163
2.16E-04,4.730166
2.16E-04,4.730192
2.16E-04,4.730196
2.16E-04,4.730196
2.16E-04,4.730196
2.16E-04,4.730196
2.16E-04,4.730196
2.16E-04,4.730196
2.16E-04,4.730196
2.16E-04,4.730197
2.16E-04,4.730197
2.16E-04,4.730197
2.16E-04,4.730197
2.16E-04,4.730198
2.16E-04,4.730198
2.16E-04,4.730198
2.16E-04,4.730199
2.16E-04,4.730199
2.16E-04,4.730199
2.16E-04,4.730199
2.16E-04,4.730199
2.16E-04,4.730199
2.16E-04,4.730199
2.16E-04,4.7302
2.16E-04,4.7302
2.16E-04,4.7302
2.16E-04,4.7302
2.16E-04,4.7302
2.16E-04,4.730201
2.16E-04,4.730203
2.16E-04,4.730206
2.16E-04,4.73021
2.16E-04,4.730217
2.16E-04,4.730226
2.16E-04,4.730243
2.16E-04,4.730274
2.16E-04,4.730329
2.16E-04,4.730425
2.16E-04,4.73059
2.16E-04,4.730855
2.16E-04,4.730933
2.16E-04,4.731247
2.16E-04,4.73166
2.16E-04,4.732474
2.16E-04,4.734046
2.17E-04,4.736763
2.17E-04,4.740654
2.17E-04,4.745958
2.18E-04,4.751355
2.19E-04,4.753009
2.20E-04,4.747638
2.20E-04,4.745286
2.20E-04,4.738857
2.21E-04,4.727184
2.21E-04,4.726396
2.21E-04,4.725546
2.21E-04,4.724629
2.21E-04,4.719894
2.21E-04,4.715308
2.22E-04,4.712035
2.22E-04,4.709324
2.23E-04,4.71144
2.23E-04,4.714067
2.24E-04,4.71969
2.24E-04,4.73105
2.25E-04,4.738466
2.25E-04,4.738466
2.25E-04,4.738466
2.25E-04,4.738466
2.25E-04,4.738466
2.25E-04,4.738466
2.25E-04,4.738466
2.25E-04,4.738466
2.25E-04,4.738466
2.25E-04,4.738466
2.25E-04,4.738466
2.25E-04,4.738466
2.25E-04,4.738466
2.25E-04,4.738466
2.25E-04,4.738466
2.25E-04,4.738466
2.25E-04,4.738466
2.25E-04,4.738466
2.25E-04,4.738492
2.25E-04,4.738517
2.25E-04,4.738543
2.25E-04,4.738568
2.25E-04,4.738594
2.25E-04,4.73862
2.25E-04,4.738645
2.25E-04,4.738648
2.25E-04,4.738674
2.25E-04,4.738678
2.25E-04,4.738678
2.25E-04,4.738678
2.25E-04,4.738678
2.25E-04,4.738678
2.25E-04,4.738678
2.25E-04,4.738678
2.25E-04,4.738679
2.25E-04,4.738679
2.25E-04,4.738679
2.25E-04,4.738679
2.25E-04,4.73868
2.25E-04,4.73868
2.25E-04,4.73868
2.25E-04,4.73868
2.25E-04,4.738681
2.25E-04,4.738681
2.25E-04,4.738681
2.25E-04,4.738681
2.25E-04,4.738681
2.25E-04,4.738681
2.25E-04,4.738681
2.25E-04,4.738682
2.25E-04,4.738682
2.25E-04,4.738682
2.25E-04,4.738682
2.25E-04,4.738683
2.25E-04,4.738684
2.25E-04,4.738688
2.25E-04,4.738692
2.25E-04,4.738699
2.25E-04,4.738708
2.25E-04,4.738724
2.25E-04,4.738755
2.25E-04,4.73881
2.25E-04,4.738905
2.25E-04,4.739069
2.25E-04,4.739331
2.25E-04,4.739409
2.25E-04,4.739719
2.25E-04,4.740129
2.25E-04,4.740935
2.25E-04,4.742492
2.25E-04,4.745183
2.25E-04,4.74903
2.26E-04,4.754262
2.26E-04,4.759542
2.27E-04,4.761004
2.28E-04,4.755438
2.28E-04,4.753047
2.29E-04,4.746538
2.29E-04,4.734759
2.29E-04,4.733965
2.29E-04,4.733109
2.29E-04,4.732184
2.30E-04,4.727407
2.30E-04,4.722771
2.30E-04,4.719446
2.31E-04,4.716632
2.32E-04,4.718575
2.32E-04,4.721155
2.32E-04,4.726699
2.33E-04,4.737976
2.33E-04,4.745341
2.33E-04,4.745341
2.33E-04,4.745341
2.33E-04,4.745341
2.33E-04,4.745341
2.33E-04,4.745341
2.33E-04,4.745341
2.33E-04,4.745341
2.33E-04,4.745341
2.33E-04,4.745341
2.33E-04,4.745341
2.33E-04,4.745341
2.33E-04,4.745341
2.33E-04,4.745341
2.33E-04,4.745341
2.33E-04,4.745341
2.33E-04,4.745341
2.33E-04,4.745341
2.33E-04,4.745367
2.33E-04,4.745392
2.33E-04,4.745418
2.33E-04,4.745443
2.33E-04,4.745469
2.33E-04,4.745494
2.33E-04,4.74552
2.33E-04,4.745523
2.33E-04,4.745548
2.33E-04,4.745552
2.33E-04,4.745552
2.33E-04,4.745552
2.33E-04,4.745552
2.33E-04,4.745552
2.33E-04,4.745553
2.33E-04,4.745553
2.33E-04,4.745553
2.33E-04,4.745553
2.33E-04,4.745553
2.33E-04,4.745553
2.33E-04,4.745554
2.33E-04,4.745554
2.33E-04,4.745554
2.33E-04,4.745554
2.33E-04,4.745555
2.33E-04,4.745555
2.33E-04,4.745555
2.33E-04,4.745555
2.33E-04,4.745555
2.33E-04,4.745555
2.33E-04,4.745555
2.33E-04,4.745556
2.33E-04,4.745556
2.33E-04,4.745556
2.33E-04,4.745556
2.33E-04,4.745557
2.33E-04,4.745558
2.33E-04,4.745562
2.33E-04,4.745566
2.33E-04,4.745573
2.33E-04,4.745582
2.33E-04,4.745598
2.33E-04,4.745629
2.33E-04,4.745683
2.33E-04,4.745778
2.33E-04,4.745941
2.33E-04,4.746201
2.33E-04,4.746587
2.33E-04,4.746994
2.33E-04,4.747794
2.33E-04,4.749341
2.33E-04,4.752011
2.34E-04,4.755827
2.34E-04,4.761008
2.35E-04,4.766203
2.36E-04,4.767525
2.36E-04,4.761815
2.37E-04,4.759394
2.37E-04,4.752826
2.38E-04,4.740969
2.38E-04,4.74017
2.38E-04,4.739308
2.38E-04,4.738378
2.38E-04,4.73357
2.38E-04,4.728896
2.39E-04,4.725533
2.39E-04,4.72264
2.40E-04,4.724452
2.40E-04,4.726995
2.41E-04,4.732479
2.41E-04,4.743692
2.42E-04,4.751019
2.42E-04,4.751019
2.42E-04,4.751019
2.42E-04,4.751019
2.42E-04,4.751019
2.42E-04,4.751019
2.42E-04,4.751019
2.42E-04,4.751019
2.42E-04,4.751019
2.42E-04,4.751019
2.42E-04,4.751019
2.42E-04,4.751019
2.42E-04,4.751019
2.42E-04,4.751019
2.42E-04,4.751019
2.42E-04,4.751019
2.42E-04,4.751044
2.42E-04,4.75107
2.42E-04,4.751095
2.42E-04,4.751121
2.42E-04,4.751146
2.42E-04,4.751171
2.42E-04,4.751196
2.42E-04,4.7512
2.42E-04,4.751225
2.42E-04,4.751228
2.42E-04,4.751229
2.42E-04,4.751229
2.42E-04,4.751229
2.42E-04,4.751229
2.42E-04,4.751229
2.42E-04,4.751229
2.42E-04,4.75123
2.42E-04,4.75123
2.42E-04,4.75123
2.42E-04,4.75123
2.42E-04,4.751231
2.42E-04,4.751231
2.42E-04,4.751231
2.42E-04,4.751231
2.42E-04,4.751232
2.42E-04,4.751232
2.42E-04,4.751232
2.42E-04,4.751232
2.42E-04,4.751232
2.42E-04,4.751232
2.42E-04,4.751233
2.42E-04,4.751233
2.42E-04,4.751233
2.42E-04,4.751233
2.42E-04,4.751233
2.42E-04,4.751234
2.42E-04,4.751235
2.42E-04,4.751238
2.42E-04,4.751243
2.42E-04,4.75125
2.42E-04,4.751258
2.42E-04,4.751275
2.42E-04,4.751305
2.42E-04,4.751359
2.42E-04,4.751453
2.42E-04,4.751616
2.42E-04,4.751874
2.42E-04,4.751951
2.42E-04,4.752258
2.42E-04,4.752664
2.42E-04,4.75346
2.42E-04,4.754998
2.42E-04,4.757653
2.42E-04,4.761445
2.43E-04,4.766585
2.43E-04,4.771715
2.44E-04,4.772927
2.45E-04,4.767105
2.45E-04,4.76466
2.46E-04,4.758046
2.46E-04,4.746127
2.46E-04,4.74604
2.46E-04,4.745741
2.46E-04,4.745341
2.46E-04,4.745321
2.46E-04,4.745316
2.46E-04,4.738822
2.47E-04,4.733449
2.47E-04,4.730016
2.48E-04,4.728206
2.49E-04,4.73209
2.49E-04,4.737051
2.50E-04,4.745591
2.50E-04,4.749782
2.50E-04,4.757159
2.50E-04,4.757159
2.50E-04,4.757159
2.50E-04,4.757159
2.50E-04,4.757159
2.50E-04,4.757159
2.50E-04,4.757159
2.50E-04,4.757159
2.50E-04,4.757159
2.50E-04,4.757159
2.50E-04,4.757159
2.50E-04,4.757159
2.50E-04,4.757159
2.50E-04,4.757159
2.50E-04,4.757159
2.50E-04,4.757159
2.50E-04,4.757159
2.50E-04,4.757159
2.50E-04,4.757159
2.50E-04,4.757159
2.50E-04,4.757159
2.50E-04,4.757159
2.50E-04,4.757159
2.50E-04,4.757159
2.50E-04,4.757159
2.50E-04,4.757159
2.50E-04,4.757159
2.50E-04,4.757159
2.50E-04,4.757159
2.50E-04,4.757159
2.50E-04,4.757159
2.50E-04,4.757159
2.50E-04,4.757159
2.50E-04,4.757159
2.50E-04,4.757159
2.50E-04,4.757159
2.50E-04,4.757159
2.50E-04,4.757159
2.50E-04,4.757159
2.50E-04,4.757159
2.50E-04,4.757159
2.50E-04,4.757159
2.50E-04,4.757159
2.50E-04,4.757159
2.50E-04,4.757159
2.50E-04,4.757159
2.50E-04,4.757159
2.50E-04,4.757159
2.50E-04,4.757159
2.50E-04,4.757159
2.50E-04,4.757159
2.50E-04,4.757159
2.50E-04,4.757159
2.50E-04,4.757159
2.50E-04,4.757159
2.50E-04,4.757159
2.50E-04,4.757159
2.50E-04,4.757159
2.50E-04,4.757159
2.50E-04,4.757159
2.50E-04,4.757159
2.50E-04,4.757185
2.50E-04,4.757211
2.50E-04,4.757236
2.50E-04,4.757262
2.50E-04,4.757287
2.50E-04,4.757313
2.50E-04,4.757338
2.50E-04,4.757341
2.50E-04,4.757367
2.50E-04,4.75737
2.50E-04,4.75737
2.50E-04,4.75737
2.50E-04,4.75737
2.50E-04,4.757371
2.50E-04,4.757371
2.50E-04,4.757371
2.50E-04,4.757371
2.50E-04,4.757372
2.50E-04,4.757372
2.50E-04,4.757372
2.50E-04,4.757372
2.50E-04,4.757373
2.50E-04,4.757373
2.50E-04,4.757373
2.50E-04,4.757374
2.50E-04,4.757374
2.50E-04,4.757374
2.50E-04,4.757374
2.50E-04,4.757374
2.50E-04,4.757374
2.50E-04,4.757375
2.50E-04,4.757375
2.50E-04,4.757375
2.50E-04,4.757376
2.50E-04,4.757378
2.50E-04,4.757381
2.50E-04,4.757387
2.50E-04,4.757394
2.50E-04,4.757404
2.50E-04,4.757424
2.50E-04,4.757461
2.50E-04,4.757526
2.50E-04,4.757638
2.50E-04,4.757833
2.50E-04,4.75802
2.50E-04,4.758301
2.50E-04,4.758597
2.50E-04,4.759182
2.50E-04,4.760322
2.50E-04,4.762496
2.51E-04,4.765703
2.51E-04,4.770349
2.51E-04,4.775794
2.52E-04,4.779853
2.53E-04,4.777453
2.54E-04,4.770827
2.54E-04,4.76563
2.55E-04,4.752735
2.55E-04,4.752648
2.55E-04,4.75235
2.55E-04,4.751951
2.55E-04,4.751633
2.55E-04,4.751318
2.55E-04,4.745401
2.55E-04,4.740241
2.56E-04,4.736804
2.56E-04,4.734575
2.57E-04,4.737777
2.57E-04,4.73899
2.58E-04,4.745755
2.58E-04,4.756011
2.59E-04,4.763018
2.59E-04,4.763122
2.59E-04,4.763261
2.59E-04,4.763274
2.59E-04,4.763292
2.59E-04,4.763327
2.59E-04,4.763328
2.59E-04,4.76333
2.59E-04,4.763334
2.59E-04,4.763343
2.59E-04,4.763343
2.59E-04,4.763344
2.59E-04,4.763345
2.59E-04,4.763347
2.59E-04,4.763351
2.59E-04,4.763352
2.59E-04,4.763352
2.59E-04,4.763352
2.59E-04,4.763354
2.59E-04,4.763356
2.59E-04,4.763356
2.59E-04,4.763356
2.59E-04,4.763356
2.59E-04,4.763356
2.59E-04,4.763356
2.59E-04,4.763356
2.59E-04,4.763356
2.59E-04,4.763356
2.59E-04,4.763356
2.59E-04,4.763356
2.59E-04,4.763356
2.59E-04,4.763356
2.59E-04,4.763356
2.59E-04,4.763356
2.59E-04,4.763356
2.59E-04,4.763356
2.59E-04,4.763356
2.59E-04,4.763356
2.59E-04,4.763356
2.59E-04,4.763356
2.59E-04,4.763356
2.59E-04,4.763356
2.59E-04,4.763356
2.59E-04,4.763356
2.59E-04,4.763356
2.59E-04,4.763356
2.59E-04,4.763356
2.59E-04,4.763356
2.59E-04,4.763356
2.59E-04,4.763356
2.59E-04,4.763356
2.59E-04,4.763356
2.59E-04,4.763356
2.59E-04,4.763356
2.59E-04,4.763356
2.59E-04,4.763356
2.59E-04,4.763356
2.59E-04,4.763356
2.59E-04,4.763356
2.59E-04,4.763356
2.59E-04,4.763356
2.59E-04,4.763356
2.59E-04,4.763356
2.59E-04,4.763356
2.59E-04,4.763356
2.59E-04,4.763356
2.59E-04,4.763356
2.59E-04,4.763356
2.59E-04,4.763356
2.59E-04,4.763356
2.59E-04,4.763356
2.59E-04,4.763356
2.59E-04,4.763382
2.59E-04,4.763407
2.59E-04,4.763433
2.59E-04,4.763458
2.59E-04,4.763484
2.59E-04,4.763509
2.59E-04,4.763535
2.59E-04,4.763537
2.59E-04,4.763563
2.59E-04,4.763566
2.59E-04,4.763566
2.59E-04,4.763566
2.59E-04,4.763566
2.59E-04,4.763567
2.59E-04,4.763567
2.59E-04,4.763567
2.59E-04,4.763567
2.59E-04,4.763568
2.59E-04,4.763568
2.59E-04,4.763568
2.59E-04,4.763568
2.59E-04,4.763569
2.59E-04,4.763569
2.59E-04,4.763569
2.59E-04,4.76357
2.59E-04,4.76357
2.59E-04,4.76357
2.59E-04,4.76357
2.59E-04,4.76357
2.59E-04,4.76357
2.59E-04,4.763571
2.59E-04,4.763571
2.59E-04,4.763571
2.59E-04,4.763572
2.59E-04,4.763574
2.59E-04,4.763577
2.59E-04,4.763583
2.59E-04,4.76359
2.59E-04,4.7636
2.59E-04,4.76362
2.59E-04,4.763657
2.59E-04,4.763722
2.59E-04,4.763833
2.59E-04,4.764027
2.59E-04,4.764214
2.59E-04,4.764344
2.59E-04,4.764786
2.59E-04,4.765367
2.59E-04,4.766499
2.59E-04,4.768657
2.59E-04,4.771844
2.59E-04,4.776455
2.60E-04,4.781856
2.60E-04,4.785853
2.61E-04,4.783378
2.62E-04,4.776656
2.62E-04,4.771427
2.63E-04,4.758466
2.63E-04,4.758379
2.63E-04,4.75808
2.63E-04,4.757679
2.63E-04,4.757359
2.63E-04,4.757043
2.63E-04,4.751098
2.64E-04,4.745904
2.64E-04,4.742434
2.65E-04,4.740137
2.66E-04,4.743241
2.66E-04,4.74444
2.66E-04,4.751165
2.67E-04,4.761363
2.67E-04,4.768324
2.67E-04,4.768429
2.67E-04,4.76857
2.67E-04,4.768583
2.67E-04,4.768601
2.67E-04,4.768636
2.67E-04,4.768637
2.67E-04,4.76864
2.67E-04,4.768644
2.67E-04,4.768652
2.67E-04,4.76867
2.67E-04,4.768671
2.67E-04,4.768672
2.67E-04,4.768674
2.67E-04,4.768674
2.67E-04,4.768674
2.67E-04,4.768674
2.67E-04,4.768675
2.67E-04,4.768676
2.67E-04,4.768676
2.67E-04,4.768676
2.67E-04,4.768676
2.67E-04,4.768677
2.67E-04,4.768677
2.67E-04,4.768677
2.67E-04,4.768677
2.67E-04,4.768677
2.67E-04,4.768678
2.67E-04,4.768678
2.67E-04,4.768678
2.67E-04,4.768678
2.67E-04,4.768678
2.67E-04,4.768678
2.67E-04,4.768678
2.67E-04,4.768678
2.67E-04,4.768678
2.67E-04,4.768678
2.67E-04,4.768678
2.67E-04,4.768678
2.67E-04,4.768678
2.67E-04,4.768678
2.67E-04,4.768678
2.67E-04,4.768678
2.67E-04,4.768678
2.67E-04,4.768678
2.67E-04,4.768678
2.67E-04,4.768678
2.67E-04,4.768678
2.67E-04,4.768678
2.67E-04,4.768678
2.67E-04,4.768678
2.67E-04,4.768678
2.67E-04,4.768678
2.67E-04,4.768678
2.67E-04,4.768678
2.67E-04,4.768678
2.67E-04,4.768678
2.67E-04,4.768678
2.67E-04,4.768678
2.67E-04,4.768678
2.67E-04,4.768678
2.67E-04,4.768678
2.67E-04,4.768678
2.67E-04,4.768678
2.67E-04,4.768678
2.67E-04,4.768678
2.67E-04,4.768678
2.67E-04,4.768678
2.67E-04,4.768678
2.67E-04,4.768678
2.67E-04,4.768678
2.67E-04,4.768678
2.67E-04,4.768678
2.67E-04,4.768678
2.67E-04,4.768678
2.67E-04,4.768678
2.67E-04,4.768678
2.67E-04,4.768678
2.67E-04,4.768678
2.67E-04,4.768678
2.67E-04,4.768678
2.67E-04,4.768678
2.67E-04,4.768678
2.67E-04,4.768678
2.67E-04,4.768678
2.67E-04,4.768678
2.67E-04,4.768703
2.67E-04,4.768728
2.67E-04,4.768754
2.67E-04,4.768779
2.67E-04,4.768805
2.67E-04,4.76883
2.67E-04,4.768855
2.67E-04,4.768858
2.67E-04,4.768884
2.67E-04,4.768887
2.67E-04,4.768887
2.67E-04,4.768887
2.67E-04,4.768887
2.67E-04,4.768888
2.67E-04,4.768888
2.67E-04,4.768888
2.67E-04,4.768888
2.67E-04,4.768888
2.67E-04,4.768888
2.67E-04,4.768889
2.67E-04,4.768889
2.67E-04,4.768889
2.67E-04,4.768889
2.67E-04,4.76889
2.67E-04,4.76889
2.67E-04,4.768891
2.67E-04,4.768891
2.67E-04,4.768891
2.67E-04,4.768891
2.67E-04,4.768891
2.67E-04,4.768891
2.67E-04,4.768891
2.67E-04,4.768892
2.67E-04,4.768893
2.67E-04,4.768894
2.67E-04,4.768898
2.67E-04,4.768903
2.67E-04,4.76891
2.67E-04,4.768921
2.67E-04,4.768941
2.67E-04,4.768977
2.67E-04,4.769042
2.67E-04,4.769153
2.67E-04,4.769346
2.67E-04,4.769532
2.67E-04,4.769809
2.67E-04,4.770102
2.67E-04,4.77068
2.67E-04,4.771807
2.67E-04,4.773956
2.68E-04,4.777127
2.68E-04,4.781713
2.68E-04,4.787071
2.69E-04,4.790997
2.70E-04,4.788428
2.71E-04,4.781641
2.71E-04,4.776379
2.72E-04,4.763359
2.72E-04,4.763271
2.72E-04,4.76297
2.72E-04,4.762568
2.72E-04,4.762247
2.72E-04,4.76193
2.72E-04,4.755959
2.72E-04,4.750735
2.73E-04,4.747234
2.73E-04,4.744878
2.74E-04,4.747894
2.74E-04,4.74908
2.75E-04,4.75577
2.75E-04,4.765916
2.76E-04,4.773204
2.76E-04,4.773204
2.76E-04,4.773204
2.76E-04,4.773204
2.76E-04,4.773204
2.76E-04,4.773204
2.76E-04,4.773204
2.76E-04,4.773204
2.76E-04,4.773204
2.76E-04,4.773204
2.76E-04,4.773204
2.76E-04,4.773204
2.76E-04,4.773204
2.76E-04,4.773204
2.76E-04,4.773204
2.76E-04,4.773204
2.76E-04,4.773204
2.76E-04,4.773204
2.76E-04,4.773204
2.76E-04,4.773204
2.76E-04,4.773204
2.76E-04,4.773204
2.76E-04,4.773204
2.76E-04,4.773229
2.76E-04,4.773254
2.76E-04,4.77328
2.76E-04,4.773305
2.76E-04,4.77333
2.76E-04,4.773355
2.76E-04,4.773381
2.76E-04,4.773384
2.76E-04,4.773409
2.76E-04,4.773412
2.76E-04,4.773413
2.76E-04,4.773413
2.76E-04,4.773413
2.76E-04,4.773413
2.76E-04,4.773413
2.76E-04,4.773413
2.76E-04,4.773414
2.76E-04,4.773414
2.76E-04,4.773414
2.76E-04,4.773414
2.76E-04,4.773415
2.76E-04,4.773415
2.76E-04,4.773415
2.76E-04,4.773415
2.76E-04,4.773416
2.76E-04,4.773416
2.76E-04,4.773416
2.76E-04,4.773416
2.76E-04,4.773417
2.76E-04,4.773417
2.76E-04,4.773417
2.76E-04,4.773417
2.76E-04,4.773417
2.76E-04,4.773418
2.76E-04,4.77342
2.76E-04,4.773423
2.76E-04,4.773428
2.76E-04,4.773436
2.76E-04,4.773446
2.76E-04,4.773466
2.76E-04,4.773502
2.76E-04,4.773567
2.76E-04,4.773677
2.76E-04,4.77387
2.76E-04,4.774055
2.76E-04,4.774331
2.76E-04,4.774623
2.76E-04,4.775199
2.76E-04,4.776322
2.76E-04,4.778462
2.76E-04,4.78162
2.76E-04,4.786182
2.77E-04,4.791503
2.77E-04,4.795366
2.78E-04,4.792717
2.79E-04,4.78587
2.79E-04,4.780581
2.80E-04,4.767508
2.80E-04,4.76742
2.80E-04,4.767118
2.80E-04,4.766715
2.80E-04,4.766393
2.80E-04,4.766075
2.80E-04,4.760081
2.81E-04,4.754831
2.81E-04,4.751304
2.82E-04,4.748896
2.83E-04,4.751835
2.83E-04,4.753011
2.83E-04,4.75967
2.84E-04,4.769771
2.84E-04,4.77664
2.84E-04,4.776746
2.84E-04,4.776888
2.84E-04,4.776902
2.84E-04,4.776955
2.84E-04,4.777026
2.84E-04,4.777026
2.84E-04,4.777027
2.84E-04,4.777028
2.84E-04,4.77703
2.84E-04,4.777035
2.84E-04,4.777035
2.84E-04,4.777035
2.84E-04,4.777035
2.84E-04,4.777035
2.84E-04,4.777035
2.84E-04,4.777035
2.84E-04,4.777035
2.84E-04,4.777035
2.84E-04,4.777035
2.84E-04,4.777035
2.84E-04,4.777035
2.84E-04,4.777035
2.84E-04,4.777035
2.84E-04,4.777035
2.84E-04,4.777036
2.84E-04,4.777036
2.84E-04,4.777036
2.84E-04,4.777036
2.84E-04,4.777036
2.84E-04,4.777036
2.84E-04,4.777036
2.84E-04,4.777036
2.84E-04,4.777036
2.84E-04,4.777036
2.84E-04,4.777036
2.84E-04,4.777036
2.84E-04,4.777036
2.84E-04,4.777036
2.84E-04,4.777036
2.84E-04,4.777036
2.84E-04,4.777036
2.84E-04,4.777036
2.84E-04,4.777036
2.84E-04,4.777036
2.84E-04,4.777036
2.84E-04,4.777036
2.84E-04,4.777036
2.84E-04,4.777036
2.84E-04,4.777036
2.84E-04,4.777036
2.84E-04,4.777036
2.84E-04,4.777036
2.84E-04,4.777036
2.84E-04,4.777036
2.84E-04,4.777036
2.84E-04,4.777036
2.84E-04,4.777036
2.84E-04,4.777036
2.84E-04,4.777036
2.84E-04,4.777036
2.84E-04,4.777036
2.84E-04,4.777036
2.84E-04,4.777036
2.84E-04,4.777036
2.84E-04,4.777036
2.84E-04,4.777036
2.84E-04,4.777036
2.84E-04,4.777036
2.84E-04,4.777036
2.84E-04,4.777036
2.84E-04,4.777036
2.84E-04,4.777036
2.84E-04,4.777036
2.84E-04,4.777036
2.84E-04,4.777036
2.84E-04,4.777036
2.84E-04,4.777036
2.84E-04,4.777036
2.84E-04,4.777036
2.84E-04,4.777036
