Time,V
1.26E-05,0.6506077
1.27E-05,0.6556563
1.28E-05,0.6649788
1.30E-05,0.6791614
1.32E-05,0.7022781
1.37E-05,0.7373599
1.45E-05,0.7912853
1.55E-05,0.8506864
1.63E-05,0.8959825
1.70E-05,0.9241261
1.70E-05,0.9242786
1.70E-05,0.9248
1.70E-05,0.9254938
1.70E-05,0.9255241
1.70E-05,0.9255317
1.73E-05,0.9387041
1.77E-05,0.9561805
1.80E-05,0.9765744
1.88E-05,1.022822
1.98E-05,1.091293
2.07E-05,1.168587
2.10E-05,1.195586
2.10E-05,1.195586
2.10E-05,1.195586
2.10E-05,1.195586
2.10E-05,1.195586
2.10E-05,1.195586
2.10E-05,1.195586
2.10E-05,1.195586
2.10E-05,1.195586
2.10E-05,1.195586
2.10E-05,1.195586
2.10E-05,1.195675
2.10E-05,1.195765
2.10E-05,1.195855
2.10E-05,1.195945
2.10E-05,1.196034
2.10E-05,1.196124
2.10E-05,1.196214
2.10E-05,1.196225
2.10E-05,1.196315
2.10E-05,1.196326
2.10E-05,1.196327
2.10E-05,1.196327
2.10E-05,1.196328
2.10E-05,1.196328
2.10E-05,1.196329
2.10E-05,1.19633
2.10E-05,1.196331
2.10E-05,1.196332
2.10E-05,1.196332
2.10E-05,1.196333
2.10E-05,1.196334
2.10E-05,1.196335
2.10E-05,1.196336
2.10E-05,1.196337
2.10E-05,1.196338
2.10E-05,1.19634
2.10E-05,1.19634
2.10E-05,1.19634
2.10E-05,1.196341
2.10E-05,1.196341
2.10E-05,1.196342
2.10E-05,1.196342
2.10E-05,1.196344
2.10E-05,1.196347
2.10E-05,1.196353
2.10E-05,1.196365
2.10E-05,1.196384
2.10E-05,1.19641
2.10E-05,1.196445
2.10E-05,1.196511
2.10E-05,1.196633
2.10E-05,1.196849
2.10E-05,1.197216
2.10E-05,1.197855
2.10E-05,1.198625
2.11E-05,1.198855
2.11E-05,1.199777
2.11E-05,1.201003
2.11E-05,1.203444
2.12E-05,1.208286
2.13E-05,1.21754
2.14E-05,1.231392
2.17E-05,1.254254
2.22E-05,1.288483
2.30E-05,1.341357
2.39E-05,1.399011
2.45E-05,1.427666
2.51E-05,1.455764
2.55E-05,1.469263
2.55E-05,1.469402
2.55E-05,1.469878
2.55E-05,1.470511
2.55E-05,1.47054
2.55E-05,1.470547
2.55E-05,1.470561
2.55E-05,1.470647
2.55E-05,1.471456
2.58E-05,1.482587
2.61E-05,1.497554
2.65E-05,1.514981
2.72E-05,1.554569
2.82E-05,1.62141
2.92E-05,1.696121
2.95E-05,1.719331
2.95E-05,1.719865
2.95E-05,1.720474
2.95E-05,1.720532
2.95E-05,1.72076
2.95E-05,1.721066
2.95E-05,1.721094
2.95E-05,1.721133
2.95E-05,1.721209
2.95E-05,1.721362
2.95E-05,1.721362
2.95E-05,1.721362
2.95E-05,1.721362
2.95E-05,1.721363
2.95E-05,1.721364
2.95E-05,1.721364
2.95E-05,1.721364
2.95E-05,1.721364
2.95E-05,1.721364
2.95E-05,1.721364
2.95E-05,1.721364
2.95E-05,1.721364
2.95E-05,1.721364
2.95E-05,1.721364
2.95E-05,1.721364
2.95E-05,1.721364
2.95E-05,1.721364
2.95E-05,1.721365
2.95E-05,1.721365
2.95E-05,1.721365
2.95E-05,1.721365
2.95E-05,1.721365
2.95E-05,1.721365
2.95E-05,1.721365
2.95E-05,1.721365
2.95E-05,1.721365
2.95E-05,1.721365
2.95E-05,1.721365
2.95E-05,1.721365
2.95E-05,1.721365
2.95E-05,1.721365
2.95E-05,1.721365
2.95E-05,1.721365
2.95E-05,1.721365
2.95E-05,1.721365
2.95E-05,1.721365
2.95E-05,1.721365
2.95E-05,1.721365
2.95E-05,1.721365
2.95E-05,1.721365
2.95E-05,1.721365
2.95E-05,1.721365
2.95E-05,1.721365
2.95E-05,1.721365
2.95E-05,1.721365
2.95E-05,1.721365
2.95E-05,1.721365
2.95E-05,1.721365
2.95E-05,1.721365
2.95E-05,1.721365
2.95E-05,1.721365
2.95E-05,1.721365
2.95E-05,1.721365
2.95E-05,1.721365
2.95E-05,1.721365
2.95E-05,1.721365
2.95E-05,1.721365
2.95E-05,1.721449
2.95E-05,1.721532
2.95E-05,1.721616
2.95E-05,1.7217
2.95E-05,1.721784
2.95E-05,1.721868
2.95E-05,1.721952
2.95E-05,1.721962
2.95E-05,1.722046
2.95E-05,1.722057
2.95E-05,1.722058
2.95E-05,1.722058
2.95E-05,1.722058
2.95E-05,1.722059
2.95E-05,1.72206
2.95E-05,1.722061
2.95E-05,1.722061
2.95E-05,1.722062
2.95E-05,1.722063
2.95E-05,1.722064
2.95E-05,1.722065
2.95E-05,1.722065
2.95E-05,1.722066
2.95E-05,1.722067
2.95E-05,1.722068
2.95E-05,1.72207
2.95E-05,1.72207
2.95E-05,1.72207
2.95E-05,1.722071
2.95E-05,1.722071
2.95E-05,1.722071
2.95E-05,1.722072
2.95E-05,1.722073
2.95E-05,1.722076
2.95E-05,1.722082
2.95E-05,1.722093
2.95E-05,1.722111
2.95E-05,1.722136
2.95E-05,1.722168
2.95E-05,1.722231
2.95E-05,1.722346
2.95E-05,1.722551
2.95E-05,1.722901
2.95E-05,1.723508
2.95E-05,1.724206
2.95E-05,1.724694
2.96E-05,1.726362
2.96E-05,1.728574
2.96E-05,1.732958
2.97E-05,1.741529
2.99E-05,1.754203
3.02E-05,1.775255
3.06E-05,1.806371
3.14E-05,1.854285
3.24E-05,1.905746
3.30E-05,1.931515
3.36E-05,1.955309
3.40E-05,1.96648
3.40E-05,1.966593
3.40E-05,1.966981
3.40E-05,1.967497
3.40E-05,1.967521
3.40E-05,1.967527
3.40E-05,1.967539
3.40E-05,1.967611
3.40E-05,1.968287
3.43E-05,1.97745
3.46E-05,1.989458
3.49E-05,2.00364
3.56E-05,2.036371
3.67E-05,2.098999
3.77E-05,2.16643
3.80E-05,2.189392
3.80E-05,2.189392
3.80E-05,2.189392
3.80E-05,2.189392
3.80E-05,2.189392
3.80E-05,2.189392
3.80E-05,2.189392
3.80E-05,2.189392
3.80E-05,2.189392
3.80E-05,2.189392
3.80E-05,2.189392
3.80E-05,2.189392
3.80E-05,2.189392
3.80E-05,2.189392
3.80E-05,2.189392
3.80E-05,2.189468
3.80E-05,2.189545
3.80E-05,2.189621
3.80E-05,2.189698
3.80E-05,2.189774
3.80E-05,2.18985
3.80E-05,2.189927
3.80E-05,2.189936
3.80E-05,2.190013
3.80E-05,2.190022
3.80E-05,2.190023
3.80E-05,2.190024
3.80E-05,2.190024
3.80E-05,2.190024
3.80E-05,2.190025
3.80E-05,2.190026
3.80E-05,2.190027
3.80E-05,2.190027
3.80E-05,2.190028
3.80E-05,2.190029
3.80E-05,2.190029
3.80E-05,2.19003
3.80E-05,2.190031
3.80E-05,2.190032
3.80E-05,2.190033
3.80E-05,2.190034
3.80E-05,2.190034
3.80E-05,2.190035
3.80E-05,2.190035
3.80E-05,2.190035
3.80E-05,2.190036
3.80E-05,2.190036
3.80E-05,2.190037
3.80E-05,2.19004
3.80E-05,2.190045
3.80E-05,2.190056
3.80E-05,2.190072
3.80E-05,2.190094
3.80E-05,2.190124
3.80E-05,2.190182
3.80E-05,2.190288
3.80E-05,2.190477
3.80E-05,2.190798
3.80E-05,2.191358
3.80E-05,2.19198
3.80E-05,2.19291
3.80E-05,2.193899
3.81E-05,2.195866
3.81E-05,2.199764
3.82E-05,2.207425
3.84E-05,2.218784
3.87E-05,2.237561
3.91E-05,2.265133
3.99E-05,2.306991
4.09E-05,2.351289
4.15E-05,2.373551
4.21E-05,2.392607
4.24E-05,2.401247
4.25E-05,2.402022
4.25E-05,2.402041
4.25E-05,2.402045
4.28E-05,2.409681
4.31E-05,2.418894
4.34E-05,2.430058
4.40E-05,2.456511
4.52E-05,2.513305
4.62E-05,2.573411
4.65E-05,2.594121
4.65E-05,2.594121
4.65E-05,2.594121
4.65E-05,2.594121
4.65E-05,2.594121
4.65E-05,2.594121
4.65E-05,2.594121
4.65E-05,2.594121
4.65E-05,2.594121
4.65E-05,2.594121
4.65E-05,2.594121
4.65E-05,2.594121
4.65E-05,2.594121
4.65E-05,2.594121
4.65E-05,2.594121
4.65E-05,2.594121
4.65E-05,2.594121
4.65E-05,2.59419
4.65E-05,2.594259
4.65E-05,2.594328
4.65E-05,2.594397
4.65E-05,2.594466
4.65E-05,2.594535
4.65E-05,2.594604
4.65E-05,2.594613
4.65E-05,2.594682
4.65E-05,2.59469
4.65E-05,2.594691
4.65E-05,2.594691
4.65E-05,2.594692
4.65E-05,2.594692
4.65E-05,2.594693
4.65E-05,2.594693
4.65E-05,2.594694
4.65E-05,2.594695
4.65E-05,2.594695
4.65E-05,2.594696
4.65E-05,2.594697
4.65E-05,2.594697
4.65E-05,2.594698
4.65E-05,2.594699
4.65E-05,2.5947
4.65E-05,2.594701
4.65E-05,2.594701
4.65E-05,2.594701
4.65E-05,2.594702
4.65E-05,2.594702
4.65E-05,2.594702
4.65E-05,2.594703
4.65E-05,2.594704
4.65E-05,2.594706
4.65E-05,2.594711
4.65E-05,2.59472
4.65E-05,2.594735
4.65E-05,2.594755
4.65E-05,2.594783
4.65E-05,2.594835
4.65E-05,2.594932
4.65E-05,2.595104
4.65E-05,2.595397
4.65E-05,2.595909
4.65E-05,2.596458
4.65E-05,2.59728
4.65E-05,2.598154
4.66E-05,2.599892
4.66E-05,2.603332
4.67E-05,2.610084
4.69E-05,2.620183
4.71E-05,2.636717
4.76E-05,2.660883
4.84E-05,2.696852
4.93E-05,2.734333
4.99E-05,2.753209
5.03E-05,2.761618
5.09E-05,2.774079
5.10E-05,2.774618
5.10E-05,2.774631
5.10E-05,2.774634
5.10E-05,2.77464
5.10E-05,2.774679
5.10E-05,2.775048
5.13E-05,2.780154
5.16E-05,2.787031
5.19E-05,2.795708
5.25E-05,2.817055
5.35E-05,2.857049
5.41E-05,2.889871
5.47E-05,2.92074
5.49E-05,2.933097
5.49E-05,2.938296
5.50E-05,2.938749
5.50E-05,2.938792
5.50E-05,2.938962
5.50E-05,2.939189
5.50E-05,2.93921
5.50E-05,2.939238
5.50E-05,2.939295
5.50E-05,2.939409
5.50E-05,2.939409
5.50E-05,2.939409
5.50E-05,2.939409
5.50E-05,2.939409
5.50E-05,2.93941
5.50E-05,2.93941
5.50E-05,2.93941
5.50E-05,2.939411
5.50E-05,2.939411
5.50E-05,2.939411
5.50E-05,2.939411
5.50E-05,2.939411
5.50E-05,2.939411
5.50E-05,2.939411
5.50E-05,2.939411
5.50E-05,2.939411
5.50E-05,2.939411
5.50E-05,2.939411
5.50E-05,2.939411
5.50E-05,2.939411
5.50E-05,2.939411
5.50E-05,2.939411
5.50E-05,2.939411
5.50E-05,2.939411
5.50E-05,2.939411
5.50E-05,2.939411
5.50E-05,2.939411
5.50E-05,2.939411
5.50E-05,2.939411
5.50E-05,2.939411
5.50E-05,2.939411
5.50E-05,2.939411
5.50E-05,2.939411
5.50E-05,2.939411
5.50E-05,2.939411
5.50E-05,2.939411
5.50E-05,2.939411
5.50E-05,2.939411
5.50E-05,2.939411
5.50E-05,2.939411
5.50E-05,2.939411
5.50E-05,2.939411
5.50E-05,2.939411
5.50E-05,2.939411
5.50E-05,2.939411
5.50E-05,2.939411
5.50E-05,2.939411
5.50E-05,2.939411
5.50E-05,2.939411
5.50E-05,2.939411
5.50E-05,2.939411
5.50E-05,2.939411
5.50E-05,2.939411
5.50E-05,2.939411
5.50E-05,2.939474
5.50E-05,2.939536
5.50E-05,2.939598
5.50E-05,2.939661
5.50E-05,2.939723
5.50E-05,2.939785
5.50E-05,2.939848
5.50E-05,2.939856
5.50E-05,2.939918
5.50E-05,2.939926
5.50E-05,2.939927
5.50E-05,2.939927
5.50E-05,2.939927
5.50E-05,2.939928
5.50E-05,2.939928
5.50E-05,2.939929
5.50E-05,2.939929
5.50E-05,2.93993
5.50E-05,2.93993
5.50E-05,2.939931
5.50E-05,2.939932
5.50E-05,2.939932
5.50E-05,2.939933
5.50E-05,2.939934
5.50E-05,2.939934
5.50E-05,2.939935
5.50E-05,2.939935
5.50E-05,2.939936
5.50E-05,2.939936
5.50E-05,2.939936
5.50E-05,2.939937
5.50E-05,2.939937
5.50E-05,2.939938
5.50E-05,2.93994
5.50E-05,2.939945
5.50E-05,2.939953
5.50E-05,2.939966
5.50E-05,2.939985
5.50E-05,2.940009
5.50E-05,2.940057
5.50E-05,2.940145
5.50E-05,2.940301
5.50E-05,2.940568
5.50E-05,2.941033
5.50E-05,2.941523
5.50E-05,2.942255
5.50E-05,2.943034
5.50E-05,2.944582
5.51E-05,2.947643
5.52E-05,2.953641
5.54E-05,2.962652
5.56E-05,2.977279
5.61E-05,2.998495
5.68E-05,3.029387
5.78E-05,3.060726
5.84E-05,3.076082
5.88E-05,3.082382
5.91E-05,3.086729
5.94E-05,3.090902
5.94E-05,3.090939
5.94E-05,3.091066
5.94E-05,3.091233
5.94E-05,3.091241
5.94E-05,3.091243
5.94E-05,3.091247
5.95E-05,3.091271
5.95E-05,3.091501
5.98E-05,3.094905
6.00E-05,3.099872
6.04E-05,3.10654
6.10E-05,3.123808
6.19E-05,3.157836
6.26E-05,3.189344
6.31E-05,3.215248
6.34E-05,3.231483
6.34E-05,3.231729
6.35E-05,3.232056
6.35E-05,3.232087
6.35E-05,3.232128
6.35E-05,3.232129
6.35E-05,3.232132
6.35E-05,3.232137
6.35E-05,3.232137
6.35E-05,3.232137
6.35E-05,3.232138
6.35E-05,3.232139
6.35E-05,3.232139
6.35E-05,3.232139
6.35E-05,3.23214
6.35E-05,3.23214
6.35E-05,3.23214
6.35E-05,3.23214
6.35E-05,3.23214
6.35E-05,3.23214
6.35E-05,3.23214
6.35E-05,3.23214
6.35E-05,3.23214
6.35E-05,3.23214
6.35E-05,3.23214
6.35E-05,3.23214
6.35E-05,3.23214
6.35E-05,3.23214
6.35E-05,3.23214
6.35E-05,3.23214
6.35E-05,3.23214
6.35E-05,3.23214
6.35E-05,3.23214
6.35E-05,3.23214
6.35E-05,3.23214
6.35E-05,3.23214
6.35E-05,3.23214
6.35E-05,3.23214
6.35E-05,3.23214
6.35E-05,3.23214
6.35E-05,3.23214
6.35E-05,3.23214
6.35E-05,3.23214
6.35E-05,3.23214
6.35E-05,3.23214
6.35E-05,3.23214
6.35E-05,3.23214
6.35E-05,3.23214
6.35E-05,3.23214
6.35E-05,3.23214
6.35E-05,3.23214
6.35E-05,3.23214
6.35E-05,3.23214
6.35E-05,3.23214
6.35E-05,3.23214
6.35E-05,3.23214
6.35E-05,3.23214
6.35E-05,3.23214
6.35E-05,3.23214
6.35E-05,3.23214
6.35E-05,3.23214
6.35E-05,3.23214
6.35E-05,3.23214
6.35E-05,3.23214
6.35E-05,3.23214
6.35E-05,3.23214
6.35E-05,3.23214
6.35E-05,3.23214
6.35E-05,3.23214
6.35E-05,3.23214
6.35E-05,3.232197
6.35E-05,3.232254
6.35E-05,3.23231
6.35E-05,3.232367
6.35E-05,3.232423
6.35E-05,3.23248
6.35E-05,3.232537
6.35E-05,3.232543
6.35E-05,3.2326
6.35E-05,3.232607
6.35E-05,3.232608
6.35E-05,3.232608
6.35E-05,3.232608
6.35E-05,3.232609
6.35E-05,3.232609
6.35E-05,3.23261
6.35E-05,3.23261
6.35E-05,3.232611
6.35E-05,3.232611
6.35E-05,3.232612
6.35E-05,3.232612
6.35E-05,3.232613
6.35E-05,3.232614
6.35E-05,3.232614
6.35E-05,3.232615
6.35E-05,3.232616
6.35E-05,3.232616
6.35E-05,3.232616
6.35E-05,3.232617
6.35E-05,3.232617
6.35E-05,3.232617
6.35E-05,3.232618
6.35E-05,3.232619
6.35E-05,3.23262
6.35E-05,3.232624
6.35E-05,3.232632
6.35E-05,3.232644
6.35E-05,3.232661
6.35E-05,3.232683
6.35E-05,3.232727
6.35E-05,3.232807
6.35E-05,3.232949
6.35E-05,3.233192
6.35E-05,3.233615
6.35E-05,3.234055
6.35E-05,3.234187
6.35E-05,3.234713
6.35E-05,3.235411
6.35E-05,3.236799
6.36E-05,3.239541
6.37E-05,3.244904
6.38E-05,3.252982
6.41E-05,3.265984
6.46E-05,3.284667
6.53E-05,3.311219
6.63E-05,3.33724
6.69E-05,3.349405
6.73E-05,3.353885
6.76E-05,3.356642
6.79E-05,3.35901
6.79E-05,3.359161
6.79E-05,3.359165
6.79E-05,3.359166
6.81E-05,3.360382
6.82E-05,3.361213
6.84E-05,3.362869
6.86E-05,3.365123
6.89E-05,3.371074
6.96E-05,3.387613
7.07E-05,3.421094
7.14E-05,3.454028
7.16E-05,3.464121
7.19E-05,3.477823
7.19E-05,3.478853
7.19E-05,3.478905
7.19E-05,3.479112
7.19E-05,3.479387
7.19E-05,3.479413
7.19E-05,3.479447
7.19E-05,3.479449
7.19E-05,3.479451
7.19E-05,3.479455
7.19E-05,3.479464
7.19E-05,3.479481
7.19E-05,3.479481
7.19E-05,3.479482
7.19E-05,3.479485
7.19E-05,3.479489
7.19E-05,3.479489
7.19E-05,3.479489
7.19E-05,3.47949
7.19E-05,3.479491
7.19E-05,3.479493
7.19E-05,3.479493
7.19E-05,3.479493
7.19E-05,3.479493
7.19E-05,3.479493
7.19E-05,3.479493
7.19E-05,3.479493
7.19E-05,3.479493
7.19E-05,3.479493
7.19E-05,3.479493
7.19E-05,3.479493
7.19E-05,3.479493
7.19E-05,3.479493
7.19E-05,3.479493
7.19E-05,3.479493
7.19E-05,3.479493
7.19E-05,3.479493
7.19E-05,3.479493
7.19E-05,3.479493
7.19E-05,3.479493
7.19E-05,3.479493
7.19E-05,3.479493
7.19E-05,3.479493
7.19E-05,3.479493
7.19E-05,3.479493
7.19E-05,3.479493
7.19E-05,3.479493
7.19E-05,3.479493
7.19E-05,3.479493
7.19E-05,3.479493
7.19E-05,3.479493
7.19E-05,3.479493
7.19E-05,3.479493
7.19E-05,3.479493
7.19E-05,3.479493
7.19E-05,3.479493
7.19E-05,3.479493
7.19E-05,3.479493
7.19E-05,3.479493
7.19E-05,3.479493
7.19E-05,3.479493
7.19E-05,3.479493
7.19E-05,3.479493
7.19E-05,3.479493
7.19E-05,3.479493
7.19E-05,3.479493
7.19E-05,3.479493
7.19E-05,3.479493
7.19E-05,3.479545
7.19E-05,3.479597
7.19E-05,3.479648
7.19E-05,3.4797
7.19E-05,3.479752
7.19E-05,3.479803
7.19E-05,3.479855
7.19E-05,3.479861
7.19E-05,3.479913
7.19E-05,3.479919
7.19E-05,3.47992
7.19E-05,3.47992
7.19E-05,3.47992
7.19E-05,3.479921
7.19E-05,3.479921
7.19E-05,3.479922
7.19E-05,3.479922
7.19E-05,3.479923
7.19E-05,3.479923
7.19E-05,3.479924
7.19E-05,3.479924
7.19E-05,3.479925
7.19E-05,3.479925
7.19E-05,3.479926
7.19E-05,3.479927
7.19E-05,3.479927
7.19E-05,3.479927
7.19E-05,3.479928
7.19E-05,3.479928
7.19E-05,3.479928
7.19E-05,3.479928
7.19E-05,3.479929
7.19E-05,3.47993
7.19E-05,3.479931
7.19E-05,3.479935
7.19E-05,3.479942
7.19E-05,3.479953
7.19E-05,3.479968
7.20E-05,3.479989
7.20E-05,3.480028
7.20E-05,3.480102
7.20E-05,3.480232
7.20E-05,3.480454
7.20E-05,3.480842
7.20E-05,3.48124
7.20E-05,3.481359
7.20E-05,3.481834
7.20E-05,3.482465
7.20E-05,3.483719
7.21E-05,3.486192
7.22E-05,3.491021
7.23E-05,3.498305
7.26E-05,3.50993
7.30E-05,3.526458
7.38E-05,3.549327
7.48E-05,3.570799
7.54E-05,3.580153
7.58E-05,3.58308
7.60E-05,3.584479
7.64E-05,3.585308
7.64E-05,3.585306
7.64E-05,3.585306
7.64E-05,3.585306
7.64E-05,3.585306
7.64E-05,3.585312
7.65E-05,3.585404
7.67E-05,3.585984
7.69E-05,3.586935
7.71E-05,3.588444
7.74E-05,3.592932
7.81E-05,3.606613
7.91E-05,3.635221
7.99E-05,3.664392
8.01E-05,3.674085
8.03E-05,3.681199
8.03E-05,3.681264
8.03E-05,3.681524
8.04E-05,3.686787
8.04E-05,3.687113
8.04E-05,3.687486
8.04E-05,3.687521
8.04E-05,3.687661
8.04E-05,3.687848
8.04E-05,3.687866
8.04E-05,3.687889
8.04E-05,3.687936
8.04E-05,3.68803
8.04E-05,3.688032
8.04E-05,3.688038
8.04E-05,3.68805
8.04E-05,3.688073
8.04E-05,3.68812
8.04E-05,3.688122
8.04E-05,3.688124
8.04E-05,3.68813
8.04E-05,3.688142
8.04E-05,3.688165
8.04E-05,3.688165
8.04E-05,3.688166
8.04E-05,3.688166
8.04E-05,3.688167
8.04E-05,3.688167
8.04E-05,3.688167
8.04E-05,3.688167
8.04E-05,3.688167
8.04E-05,3.688167
8.04E-05,3.688167
8.04E-05,3.688167
8.04E-05,3.688167
8.04E-05,3.688167
8.04E-05,3.688167
8.04E-05,3.688167
8.04E-05,3.688167
8.04E-05,3.688167
8.04E-05,3.688167
8.04E-05,3.688167
8.04E-05,3.688167
8.04E-05,3.688167
8.04E-05,3.688167
8.04E-05,3.688167
8.04E-05,3.688167
8.04E-05,3.688167
8.04E-05,3.688167
8.04E-05,3.688167
8.04E-05,3.688167
8.04E-05,3.688167
8.04E-05,3.688167
8.04E-05,3.688167
8.04E-05,3.688167
8.04E-05,3.688167
8.04E-05,3.688167
8.04E-05,3.688167
8.04E-05,3.688167
8.04E-05,3.688167
8.04E-05,3.688167
8.04E-05,3.688167
8.04E-05,3.688167
8.04E-05,3.688167
8.04E-05,3.688167
8.04E-05,3.688167
8.04E-05,3.688167
8.04E-05,3.688167
8.04E-05,3.688167
8.04E-05,3.688167
8.04E-05,3.688167
8.04E-05,3.688167
8.04E-05,3.688167
8.04E-05,3.688167
8.04E-05,3.688167
8.04E-05,3.688167
8.04E-05,3.688167
8.04E-05,3.688214
8.04E-05,3.688262
8.04E-05,3.688309
8.04E-05,3.688357
8.04E-05,3.688404
8.04E-05,3.688452
8.04E-05,3.688499
8.04E-05,3.688505
8.04E-05,3.688552
8.04E-05,3.688558
8.04E-05,3.688559
8.04E-05,3.688559
8.04E-05,3.688559
8.04E-05,3.688559
8.04E-05,3.68856
